SrNo,CensusCode,Load,VillageName
2332,559719,342,Ghatewadi
2333,559356,341.5045185,Chhotiwadi
2334,559551,341.36,Adgaon
2335,559568,340.88,Warwati
2336,559662,340.6,Karegavhan
2337,559746,339.32,Dharmala
2338,559198,338.94,Lonala Tanda
2339,559278,337.83,Mahar Takli
2340,559124,337.4268105,Nagzari
2341,559112,336.63,Ramnagar
2342,559694,336.54,Belgaon
2343,559610,336.4343081,Kolharwadi
2344,560074,335.2,Kusalwadi
2345,559566,333.5920546,Bedukwadi
2346,559133,333.45,Komalwadi
2347,558973,333.04,Khadakwadi
2348,560061,332.6977702,Murambi
2349,559707,332.52,Pitthighat
2350,559113,332.4752714,Kaudgaon
2351,558940,332.4170732,Kutewadi
2352,559653,331.1839351,Hingani (BK)
2353,558954,330.11,Gandhanwadi
2354,559504,329.7782326,Gaulwadi
2355,558977,329.41,Nirgudi
2356,559350,329.4,Adola
2357,559636,328.85,Tandulwadi Ghat
2358,559214,328.45,Bhend Bk.
2359,559427,327.83,Harishchandra pimpri
2360,559281,327.74,Ardhapimpri
2361,559953,327.41,Darawati Tanda
2362,558944,327.27,Sautada
2363,558727,326.6,Tagadkhel
2364,559041,326.59,Rupur
2365,559720,322.53,Tukuchiwadi
2366,559611,322.4,Samnapur
2367,559723,321.1082168,Kolhewadi
2368,559385,320.28,Lahamewadi
2369,559017,320.15,Malewadi
2370,559338,319.23,Govindpur
2371,559046,319.04,Kholyachiwadi
2372,558854,318.1,Daithan
2373,559731,318.07,Jola
2374,559703,317.52,Banegaon
2375,558901,315.19,Pandharwadi
2376,559499,314.52,Kakadhira
2377,559982,312.5,Guttewadi
2378,559203,311.5,Mudhapuri
2379,559585,311.01,Pokhari
2380,558875,310.11,Pandhari
2381,560080,309.1,Katkarwadi
2382,559108,308.7187745,Khalegaon
2383,559654,308.45,Kutewadi
2384,559677,308.36,Dhavjyachiwadi
2385,558807,307.94,Balewadi
2386,559616,307.8,Nagpur Kh.
2387,558967,306.67,Manzari Ghat
2388,559536,306.54,Namalgaon
2389,559548,304.63,Chavanwadi
2390,559217,304.3,Nandpur
2391,558816,303.92,Solapurwadi
2392,559277,303.84,Takalgaon
2393,558837,302.81,Khakalwadi
2394,558959,300.51,Sonegaon
2395,560045,299.18,Walewadi
2396,559828,299.0328625,Hingani bk
2397,559563,298.6306432,Pimpaladevi
2398,560010,298.32,Rakshaswadi
2399,559915,296.8215599,Selu
2400,559923,296.6,Parchundi
2401,558778,296.33,Mahajanwadi
2402,559065,295.87,Taradgavhan
2403,559861,295.1597416,Awargaon
2404,559894,295.11,Padali
2405,560076,293.2848608,Saundana
2406,559847,292.72,Thetegavhan
2407,559050,291.8,Bhadkel
2408,559615,291.2,Nagpur Bk.
2409,558929,290.9782351,Tupewadi
2410,559529,290.67,Aurangpur
2411,560075,290.5029268,Khapartone
2412,558843,290.5,Dhirdi
2413,559266,290.2,Takalgavhan tarf georai
2414,558924,289.33,Janyachiwadi
2415,559442,288.55,Khalwat Nimgaon
2416,559064,288.5,Gazipur
2417,559204,287.9,Ranmala
2418,559171,287.8,Shripat antarwala
2419,559107,287.6807519,Marotichiwadi
2420,559057,287.51,Jedhewadi
2421,559581,287.28,Khandala
2422,560041,286.93,Chandanwadi
2423,559977,286.6685117,Halamb
2424,559336,286.52,Depegaon
2425,559855,286.48,Gopalpur Lamantanda
2426,558878,284.7,Solewadi
2427,559914,283.23,Sabdarabad
2428,559829,282.2332635,Hingani kh
2429,559325,282.2,Mahatpuri
2430,558735,281.74,Karkhel Kh.
2431,558787,281,Kohini
2432,559789,280.49,Lakha
2433,559071,279.89,Limba
2434,559111,279.8,Kumbhe Jalgaon
2435,559530,279.58,Bhatsangvi
2436,559978,279.52,Nagdara
2437,559913,278.9992716,Takli Deshmukh
2438,558912,278.2,Antapur
2439,559643,278.1202132,Dhotra
2440,559291,277.5367594,Kajala
2441,559472,276.85,Ghat Jawala
2442,559061,276.83,Markadwadi
2443,559175,275.3,Babultara
2444,559939,275.05,Lonarwadi
2445,559202,274.5,Malhivara
2446,560036,274.48,Daithana Radi
2447,559874,274.3243036,Sukli
2448,559273,273.81,Loladgaon
2449,559379,273.2464527,Renapuri
2450,559840,272.5731895,Nagzari Gaimukh
2451,559173,271.7,Dhalegaon
2452,558869,270.38,Wanvewadi
2453,559693,269.5171816,Kelgaon
2454,559109,269.22,Paulachiwadi
2455,558810,267.9,Kharadgavhan
2456,559240,265.14,Manmodi
2457,558872,264.91,Bhaloni
2458,558874,264.72,Hajipur
2459,558726,264,Welturi
2460,558877,263.95,Tavalwadi
2461,559534,263.2,Barhanpur
2462,559730,262.78,Sasura
2463,559514,262.0257282,Suryachiwadi
2464,559786,261.2493531,Gotegaon
2465,559717,261.2270771,Gorwadi
2466,559263,260.15,Mankapur
2467,560055,259.9521696,Dattapur
2468,559233,259.78,Irgaon
2469,559686,259.7478948,Murshadpur(Ghat)
2470,559188,259.52,Bhatepuri
2471,560048,258.8439478,Girwli (Bawne)
2472,558962,258.75,Dhalewadi
2473,558722,256,Shedala
2474,559323,255.579471,Dubba Majra
2475,559047,254.63,Sawaswadi
2476,559404,254.3718095,Ekburjiwadi
2477,559692,253.82,Ekurka
2478,559956,252.8,Bhopla
2479,559371,252.1815724,Nandur
2480,558987,251.34,Karanjwan
2481,559219,251.3,Nandalgaon
2482,559397,250.9694457,Godavari Tanda
2483,558750,250.2351547,Birangalwadi
2484,559632,249.95,Borphadi
2485,559089,249.35,Takalwadi
2486,559311,249.3381905,Shahapur Majara
2487,559341,249.05,Manurwadi
2488,559401,248.1862212,Nathnagar Tanda
2489,559473,246.11993,Mahinda
2490,558885,245.89,Ashta
2491,560068,245.6322298,Murti
2492,559080,245,Anandwadi
2493,558800,244.6,Sumbhewadi
2494,558870,244.19,Matawali
2495,559657,243.52,Chandegaon
2496,559093,243.34,Bhanakwadi Kh.
2497,558755,243.06007,Mahinda
2498,559860,242.13,Hasanabad
2499,559577,239.9202576,Ratnagiri
2500,559830,239.23,Nimla
2501,559851,239.1713532,Jaybhaychi Wadi
2502,559739,238.99,Umri
2503,560062,237.67,Nawabwadi
2504,559827,237.4987595,Kacharwadi
2505,559868,236.19,Umarewadi
2506,559097,236.1,Patharwala kh.
2507,559582,235.9,Belgaon
2508,559179,235.51,Belgudwadi
2509,559419,235.3898755,Pimpla Rui
2510,560058,235.1000572,Malewadi
2511,558728,234.5,Aranvihira
2512,558999,234.4,Vaijala
2513,558753,234.11,Laman Tanda
2514,560042,233.15,Hatola
2515,560044,233.15,Talegaon -ghat
2516,558758,233.1,Khadakwadi
2517,559078,230.8,Aurangpur
2518,559762,230.18,Doka
2519,559608,227.61,Kathoda
2520,559461,224.82,Dhorwadi
2521,558751,224.78,Hakewadi
2522,559699,224.76,Malewadi
2523,559722,224.16,Nagzari (L)
2524,559298,222.380529,Dubba Thadi
2525,559919,221.73,Gopalpur
2526,559691,220.88,Mundewadi
2527,558921,219.2,Dongerkinhi
2528,559470,218.41,Mankurwadi
2529,559072,217.34,Khalapuri
2530,558849,216.56,Ruti
2531,559652,216.2,Malewadi
2532,559660,215.9132368,Anandwadi
2533,559734,215.79,Sangvi (s)
2534,559574,214,Dhangarwadi
2535,559972,213.76,Maindwadi
2536,559624,212.7965815,Umri
2537,559417,212.6079401,Kanhobachiwadi
2538,559629,212.5,Babhal Khunta
2539,558866,212.03,Kasewadi
2540,558762,211.9665394,Hatola
2541,558765,211.41,Karkhel Bk.
2542,558791,211.3,Bhawarwadi
2543,559221,210.2,Rameshwar
2544,558859,209.94,Shekapur
2545,559711,209.89,Borgaon Bk.
2546,559713,209.89,Warapgaon
2547,560043,208.28,Pimpri
2548,558934,204.5999428,Gandalwadi
2549,558746,204,Bhojewadi
2550,558731,202.6,Bandkhel
2551,559238,202,Chikhali
2552,559488,201.5019289,Awalpur
2553,559209,201.3632406,Kajalyachi Wadi
2554,558737,200.72,Laman Tanda
2555,559005,200.31,Taradgavhan
2556,559012,199.7127198,Sawargaon Chakla
2557,559668,199.3,Sanapwadi
2558,559463,199.1180711,Nawabpur
2559,559871,198.96,Mhatargaon
2560,559673,198.5565057,Sawantwadi
2561,558909,198.34,Chanderwadi
2562,558884,198.17,Bhatodi
2563,558852,194.6,Khanapur
2564,558738,193.09,Lokhandwadi
2565,559284,192.62,Rasulabad
2566,559589,192.5,Chaudaswadi
2567,559454,192.32,Kuppa
2568,559044,191.55,Hingewadi
2569,559701,191,Gadalyachi Wadi
2570,559088,190.76,Vanjarwadi
2571,559122,186.8315233,Sawargaon jahagir
2572,559211,184.8,Jalgaon (majra)
2573,559627,184.4,Bramhagaon
2574,558734,184.18,Ambewadi
2575,558741,184.18,Mhasobachiwadi
2576,559916,183.2422286,Malnathapur
2577,559658,183.1,Chandani
2578,559687,181.8721152,Pothra
2579,558724,180.57,Shedgewadi
2580,558740,180.57,Kharkatwadi
2581,558749,180.57,Kumbharwadi
2582,558771,180.57,Kolhewadi
2583,558772,180.57,Kokrewadi
2584,558773,180.57,Mahadeowadi
2585,558806,180.57,Lamantanda
2586,559544,180.42,Belapuri
2587,559110,180.3,Bramhgaon
2588,558907,180.22,Dhoparwadi
2589,559565,177.82,Muggaon
2590,559453,177.35,Tigaon
2591,559575,177.3156919,Kolwadi
2592,559527,175.33,Kinhipai
2593,559476,173.64,Bakarwadi
2594,559383,171.34,Khanapur
2595,559644,170.1,Bavi
2596,559634,168.4,Gogalwadi
2597,560056,167.96,Telghana
2598,560006,167.3118913,Anjanpur
2599,558966,167.1979454,Bedukwadi
2600,558785,167.08,Darewadi
2601,558786,167.08,Bavi
2602,559409,166.28,Nakhalgaon
2603,559181,165.5,KoltyeWadi
2604,559487,164.9,Songaon
2605,559378,164.8535408,Dhorgaon
2606,559766,163.3031221,Shelgaon Ganji
2607,559625,163.1117674,Juj Gavhan
2608,558902,162.22,Chincholi
2609,559164,161.71,Doiphod-wadi
2610,558757,160.87,Wanvewadi
2611,558943,160.4,Bhurewadi
2612,559712,159.39,Kaprewadi
2613,559852,158.04,Repewadi
2614,559031,157.9,Badewadi
2615,559704,157.89,Daradwadi
2616,558861,157.25,Raghapur
2617,558908,156.98,Pawarwadi (Saradwadi)
2618,559115,155.4,Takalewadi
2619,559835,155.4,Surnarwadi
2620,560067,155.24,Wakdi
2621,559293,154.8968779,Shelgaon Thadi
2622,559249,154.7604871,Shahajanpur
2623,559515,153.1842718,Deorayachiwadi
2624,558969,153.16,Mahindrawadi
2625,559580,151.56,Sasewadi
2626,559094,150.8744004,Hatkarwadi
2627,559690,150.4,Narewadi
2628,559669,148.6,Nivdungawadi
2629,558972,147.74,Pimpalgaon Dhas
2630,559883,146.4637363,Jalgavhan
2631,558930,146.04,Mandvewadi
2632,558754,145.6,Pangra
2633,558784,144.9,Kapsi
2634,559584,144.54,Somnathwadi
2635,558935,142.85,Lambharwadi
2636,559370,141.91,Shelapuri
2637,558951,141.4478304,Kawadwadi
2638,559578,141.11,Gawari
2639,559199,141.08,Lonala
2640,558919,140.38,Jadhavwadi
2641,558920,140.38,Gholewadi
2642,558985,139.76,Waghachawada
2643,558883,139.52,Gandhanwadi
2644,559056,139.4,Jatnandur
2645,558793,138.81,Wetalwadi
2646,559369,135.6265187,Chinchagavhan
2647,559283,134.6,Chorpuri
2648,559932,134.54,Sonhivra
2649,560046,134.1254555,Ambalwadi
2650,559421,130.9854699,Devla Bk.
2651,559051,130.86,Khopti
2652,559666,130.4,Mandavkhel
2653,559875,129.2,Khamgaon
2654,559464,126.1993568,Bordevi
2655,559556,124.05,Gunjala
2656,559049,123.63,Madmapuri
2657,558756,123.6,Morala
2658,559082,123.5,Dhangarwadi
2659,559024,122.9,Mangewadi
2660,559450,122.3,Dhanora
2661,558864,122.1,Pandegavhan
2662,559033,120.62,Loni
2663,559767,118.8482037,Malegaon
2664,558937,117.95,Jogdandwadi
2665,558950,115.79,Gitewadi
2666,559408,114.3,Alapur
2667,559698,114.21,Naholi
2668,559274,113.96,Simpegaon
2669,559815,113.28,Kothimbirwadi
2670,558925,111.5,Nalwandi
2671,559885,111.4341802,Mamdapur
2672,559271,111,Shahajanpur chakla
2673,558763,110.7912524,Dhangarwadi
2674,559067,110.5,Dhokwad
2675,559029,107.35,Jathawad
2676,559030,107.35,Bahirwadi
2677,559224,104.73,Digrass
2678,559950,101.9,Vaijwadi
2679,558903,100.38,Dagachiwadi
2680,558905,100.38,Amalner
2681,560047,99.99605225,Girwli (Apet)
2682,558917,99.36,Jirewadi
2683,558867,99.1,Ambewadi
2684,559728,98.46,Andhle-Wadi
2685,558971,97.84,Tagarwadi
2686,559480,95.4,Nirmalwadi
2687,559052,95.1,Kharmatwadi
2688,559507,95.1,Jadhavawadi
2689,558760,93.7,Patsara
2690,558761,92.93346057,Khalatwadi
2691,559522,90.87542544,Shahajanpur (Kamkheda)
2692,558725,87.63550756,Gangadevi
2693,558918,87.34,Gayakwadwadi
2694,559521,86.34993894,Hingani (Haveli)
2695,559053,85.48834726,Chahurwadi
2696,559836,85.3735733,Singanwadi
2697,559729,83,Deogaon
2698,559749,83,Pisegaon
2699,558759,80.9,Nagtala
2700,559725,79.6,Kashidwadi
2701,559716,78.9,Pirachiwadi
2702,560063,78.78,Gholapwadi
2703,558719,78.77,Marathwadi
2704,559651,78.5278848,Ruigavhan
2705,559183,78.48810867,Rokda
2706,559506,77.29,Mengdewadi
2707,558916,75.56,Ambewadi
2708,559392,74.0501803,Anadwadi
2709,559826,70.00509944,Kari
2710,558899,66.8,Sablewadi
2711,559806,64.03,Dhanegaon
2712,558910,63.54,Nivdunga
2713,559888,62.92509364,Shriramnagar
2714,558730,60.7,Chinchewadi
2715,559492,60.12457456,Shahajanpur (Limba)
2716,558900,59.84,Daulatwadi
2717,559006,59.7664267,Shrungarwadi
2718,559907,58.87454451,Sarfarajpur
2719,558858,54.5,Desur
2720,558788,52.2,Morewadi
2721,560077,51.39559958,Murkutwadi
2722,560060,50.26255087,Hanumantwadi
2723,560011,50,Mamdapur (parli)
2724,559635,47.5,Dahiwandi
2725,559448,45.04202965,Mategaon
2726,559267,42.34122546,Kalwadi
2727,558833,39.9,Anandwadi
2728,559895,38.33176494,Tapovan
2729,559206,35.2,Aurangpur Jawalka
2730,559970,34.78,Lendwadi
2731,559650,34.42,Manewadi
2732,560003,34.36,Dhanora
2733,559381,31.88,Punandgaon
2734,559600,30.5,Ganpur
2735,558777,28.6,Latewadi
2736,559787,20.76976666,Motegaon
2737,558968,18,Pachangri
2738,558767,15.5,Ralesangvi
2739,559320,15.13524146,Dawargaon Kh.
2740,558766,13.5,Wanjarwadi
2741,559479,12.49490056,Karalwadi
2742,559547,10.1,Bahirwadi
2743,559866,10,Kolpimpri
2744,559423,9.179288593,Dawargaon Bk.
2745,558820,0.9,Ghongadewadi
2746,546220,1123.08,Ada
2747,546276,1450.69,Adgaon
2748,545858,940.64,Adgaon
2749,545837,540.7,Adol
2750,546378,247.5,Agdad
2751,546085,1660.45,Ajalsonda
2752,545758,1276.18,Ajegaon
2753,546214,440.42,Akhada Balapur
2754,546306,1313.6,Akoli
2755,546349,1271.67,Amba
2756,545853,332.82,Ambala
2757,546354,130,Ambala
2758,546353,75,Ambanath
2759,545926,790.03,Ambheri
2760,546046,576.4889429,Amdari
2761,545744,107.5015309,Amdari
2762,545981,619.55,Amla
2763,545945,198.3,Andharwadi
2764,546007,472.6871146,Anjanwada
2765,546012,138.7128854,Anjanwada Tanda
2766,546067,661.32,Anjanwadi
2767,546106,354.74,Ankhali
2768,546278,1201.41,Aral
2769,546192,200.05,Arati
2770,546414,934.95,Asegaon
2771,546181,184.69,Asola
2772,546070,1365.058061,Asola Traf Aundha
2773,546055,632.63,Asola traf lakh
2774,546130,285.78,Asolwadi
2775,546041,152.5988523,Asonda
2776,545988,425.877214,Atharwadi
2777,546018,2232.515706,Aundha Nagnath
2778,546149,1006.15,Babhali
2779,546412,1623.03,Babhulgaon
2780,545799,1421.4,Babhulgaon
2781,546383,296.62,Bagdad
2782,546315,855.55,Balegaon
2783,545947,1810.31,Balsond
2784,545730,34.4,Bamani Kh
2785,545708,522.3,Ban
2786,545815,157.61,Barada
2787,545711,223.3350152,Barda
2788,546367,383.73,Barepurwadi
2789,545919,1977.294763,Basamba
2790,546372,7103.418744,Basmat
2791,545776,303.74,Batwadi
2792,546240,215.51,Baur
2793,545810,97.00203335,Belala
2794,545766,197,Belkheda
2795,546196,779.8,Belmanda
2796,546205,899.421096,Belthar
2797,545863,462.7188454,Belura
2798,545951,85.91232557,Belwadi
2799,546114,406.8030815,Berula
2800,546099,139.0381786,Bhagwa
2801,545781,481.8191213,Bhagwati
2802,545739,412.67,Bhandari
2803,545870,632.3932325,Bhandegaon
2804,545813,763.6,Bhankheda
2805,546285,120.8822616,Bhategaon
2806,546254,676.65,Bhategaon
2807,545878,464.206905,Bhatsawangi
2808,545877,74.24309497,Bhatsawangi Tanda
2809,546360,873.84,Bhendegaon
2810,545855,839.1283152,Bhingi
2811,545915,607.04,Bhirda
2812,546320,366.4,Bhogaon
2813,545921,138.97,Bhogaon
2814,546411,715.84,Bhoripgaon
2815,545996,617.8385713,Bhosi
2816,546230,601.16,Bhosi
2817,545857,113,Bhuli
2818,546227,252.35,Bhurkyachiwadi
2819,546144,312.7,Bibgavhan
2820,546209,155.0163791,Bibthar
2821,545750,432.3,Bodkha
2822,545860,65.32,Bodkhi
2823,546182,149.4258933,Bolda
2824,546183,316.82,Boldawadi
2825,545854,104.7,Bondala
2826,545972,489.53,Borala
2827,546365,1452.78,Borala
2828,545970,219.8,Boralwadi
2829,546396,329.1601083,Borgaon Bk.
2830,546398,348,Borgaon Kh.
2831,546272,1377.98,Borisawant
2832,545932,765.4,Bori Shikari
2833,545895,199.5070347,Borja
2834,546035,552.63,Borja
2835,545734,116.78,Borkhadi
2836,545724,241.58,Borkhadi
2837,546243,620.9,Bothi
2838,546289,283.3493343,Brahmangaon Bk.
2839,546290,248.0506657,Brahmangaon Kh.
2840,546013,392.26,Bramhanwada Pr.Aundha
2841,545787,513.7,Bramhanwada Pra Washim
2842,545977,305.15,Bramhapuri
2843,545829,613.4625,Bramhawadi
2844,545950,30,Bukanwadi
2845,546404,106.96,Chandgavhan
2846,545763,276.85,Changephal
2847,546155,256.25,Chapnath
2848,545850,420.8916848,Charthana
2849,546206,411.9,Chichordi
2850,545827,476.64,Chikhalagar
2851,546286,870.98,Chikhali
2852,546217,249.14,Chikhali
2853,545959,341.56,Chikhalwadi
2854,546098,348.5,Chimegaon
2855,545862,215.4,Chinchala
2856,545743,412.19,Chinchkheda
2857,545909,465.9,Chincholi
2858,546110,901.3,Chincholi Nikoba
2859,546312,314,Chincholi T. A.
2860,546399,127,Chincholi tarf malavta
2861,546175,54.55107512,Chinchoti
2862,545845,237.6,Chinchpuri
2863,546338,1063.06,Chondhi tarf Sendursena
2864,545800,210.6,Chondi Bk
2865,545788,587.46,Chondi Kh
2866,546063,462.7,Chondi Tarf Shahapur
2867,545867,619.7654095,Chorjawala
2868,546251,2049.91,Chuncha
2869,546233,479.97,Dabhadi
2870,546388,704.87,Dabhadi
2871,546307,492.74,Dagadgaon
2872,546416,245.67,Dagadpimpri
2873,546245,379.71,Dandegaon
2874,546054,226.4655364,Daregaon
2875,546084,191.5143553,Daregavhan
2876,546302,1186.58,Darephal
2877,545772,900.01,Datada Bk
2878,545771,361.9,Datada Kh
2879,545993,498.83,Dategaon
2880,546231,214.96,Datti
2881,546104,370.5,Daudgaon
2882,545765,288.5,Deulgaon Jahagir
2883,545954,522.69,Deulgaon Rama
2884,546011,201.8,Devala
2885,546141,230,Devdari
2886,546216,469.39,Devjana
2887,545851,533.51,Devthana
2888,546025,397.46,Dewala
2889,546359,1438.71,Dhamangaon
2890,545874,220,Dhanapur
2891,545759,574.67,Dhangarwadi
2892,545712,311.2,Dhanora Banjara
2893,546131,437.4697375,Dhanora J.
2894,546135,211.5902625,Dhanora S.
2895,546281,423.1,Dhanora-tarf-Aral
2896,546097,264.5618214,Dhar
2897,546223,206.3900002,Dhardhawanda
2898,546039,106.3934575,Dharkheda
2899,546275,391.38,Dhaulgaon
2900,545999,937.79,Dhegaj
2901,546133,273.2948707,Dholkyachi Wadi
2902,545733,217.7,Dhotara
2903,545955,26.81133946,Dhotarwadi
2904,545883,63.61206508,Dhotra
2905,546158,10,Dhumka
2906,546121,125.36,Diggi
2907,546258,3.2,Digras Bk.
2908,545966,2044.381743,Digras K.
2909,546390,196.05,Digras Kh.
2910,546207,870.39,Digras Tarf Kondur
2911,545890,176.38,Digraswani
2912,545726,33.8,Dongargaon
2913,546137,795.3727365,Dongargaon Naka
2914,546213,636.6516547,Dongargaon Pul
2915,546264,1667.08,Dongarkada
2916,545906,81.5,Dongi
2917,546339,1014.72,Donwada
2918,545911,141,Dudheri
2919,546037,902.14,Dughala
2920,545998,377.5,Durchuna
2921,545879,244.85,Durgasawangi
2922,545936,840.3,Durgdhamni
2923,545861,359.64,Ekamba
2924,546319,644.72,Ekrukha
2925,546030,289.0211477,Gadhala
2926,545897,153.8686349,Gadibori
2927,546017,404.8752596,Galandi
2928,546374,838.71,Ganeshpur
2929,545748,353.74,Ganeshpur
2930,545946,643.7953205,Ganeshwadi
2931,546006,129.7,Gangalwadi
2932,546212,229.5183453,Gangaon
2933,546146,229.446294,Gangapur
2934,545899,245.61,Ganjapur
2935,545783,167.6,Garkheda
2936,545732,240.6598452,Garkheda
2937,546117,384.87,Garolyachi Wadi
2938,546147,682.5,Gaul Ba.
2939,546062,141,Gawalewadi
2940,546195,1700.18,Ghoda
2941,545898,222.86,Ghogartala
2942,546157,395.7331018,Gholwa
2943,545714,719.7045905,Ghordadi
2944,545983,1162.3,Ghota
2945,546391,5089.74,Girgaon
2946,545979,179.2,Giroli
2947,546096,540.06,Gojegaon
2948,546015,836.42,Golegaon
2949,545833,360.13,Gondala
2950,545795,290.83,Gondankheda
2951,546027,52.86948911,Gongla
2952,545789,3968.260155,Goregaon
2953,546186,227.7,Gorlegaon
2954,546379,198.18,Govindpur T. Hayatnagar
2955,545780,976.73,Gugal Pimpari
2956,546247,281.94,Guldalwadi
2957,546268,1460.7,Gunda
2958,546407,598.03,Gunj T. Asegaon
2959,545834,312.43,Hanakdari
2960,545976,208.52,Hanwatkheda
2961,546313,577.52,Hapsapur
2962,546177,3756.53,Harwadi
2963,545797,982.43,Hatala
2964,546163,912.82,Hatmali
2965,546287,2427.86,Hatta
2966,545738,883.4842342,Hatta
2967,545747,217.0257658,Hatta Tanda
2968,546325,2444.71,Hayatnagar
2969,545940,538.84,Hingni
2970,545957,4749.556992,Hingoli
2971,546296,789.7,Hiradgaon
2972,545886,458.74,Hiradi
2973,546283,95,Hisewadgaon
2974,545930,264.99,Hiwara Bel
2975,546023,516.9,Hiwara Jatu
2976,546418,452.5,Hiwara kh
2977,545792,444.4,Hiwara Najik Maharkheda
2978,546266,110,Hiwara Tarf Jawala
2979,546102,238.9,Hiwarkheda
2980,545723,429.4,Hiwarkheda
2981,545735,68.8,Holgira
2982,545831,279,Hudi
2983,545982,801.13,Idoli
2984,545942,1101.15,Incha
2985,546405,974.47,Injangaon
2986,545923,721.62,Isapur
2987,546034,1005.23,Jadgaon
2988,545718,2371.33,Jaipur
2989,545865,171.22,Jaipurwadi
2990,546050,988.1,Jalaldhaba
2991,546112,299.2,Jalalpur
2992,546189,613.14,Jam
2993,545825,245.7,Jamb Andh
2994,545990,238.15,Jambharun Andhwadi
2995,545832,421.9,Jamdaya
2996,546045,893.1,Jamgavhan
2997,546248,249.8169362,Jamgavhan
2998,546249,478.32,Jamgavhan Tanda (N.V.)
2999,546021,312.4,Jamraja
3000,546165,342.36,Jamrun
3001,545989,546.5123404,Jamrun andh
3002,545819,494.1886836,Jamrun Bk
3003,545975,42.03881196,Jamrun jahagir
3004,545798,558.2,Jamthi bk
3005,545941,663.93,Jamthi Kh.
3006,545962,170,Jamwadi
3007,546194,519.47,Jaroda
3008,546128,317.76,Jatalwadi
3009,545900,118.8240427,Jaulka
3010,546080,2627.35,Jawala bajar
3011,546327,448,Jawala bk.
3012,545762,1536.8,Jawala Bk.
3013,546328,201.5,Jawala kh.
3014,546256,4583.97,Jawala panchal
3015,546380,743.5,Jawala traf babulgaon
3016,546090,226.4094541,Jod Pimpri
3017,545887,293.9005109,Jodtala
3018,546350,420.06,Jununa
3019,546134,236.1337244,Kadapdeo
3020,545790,3238.583607,Kadoli
3021,545974,773.88,Kadti
3022,546376,648.4,Kagban
3023,545756,1216.58,Kahakar Bk
3024,545721,633.38,Kahakar kh
3025,546042,623.5,Kakaddhaba
3026,546271,813.88,Kalamba
3027,545931,228.1288527,Kalamkonda Bk.
3028,546166,479.38,Kalamkonda Kh.
3029,546142,4882.41139,Kalamnuri
3030,545844,226.3,Kalburga
3031,545872,1199.56,Kalgaon
3032,545980,503.6,Kalkondi
3033,546368,402.5,Kallavi
3034,546228,18.5,Kalyachiwadi
3035,546089,28.29094679,Kamatha
3036,546202,409.75,Kamtha
3037,545847,495.3313164,Kanadkheda Bk.
3038,545843,281.5127003,Kanadkheda Kh.
3039,546229,391.5,Kandli
3040,546218,679.85,Kanhegaon
3041,546403,567.58,Kanhergaon
3042,545842,694.7154434,Kanhergaon naka
3043,546044,636.2,Kanjara
3044,545924,562.03,Kanka
3045,546344,755.74,Kanosa
3046,545713,730.54,Kapadsingi
3047,545849,280.7500365,Kapurkheda
3048,546267,1354.59,Karanjala
3049,545991,5.18,Karanjala
3050,546269,627.9,Karanji
3051,545769,792.4845566,Karegaon
3052,545741,200.57,Karla
3053,545948,3101.86,Karwadi
3054,546210,689.24,Kasabe dhawanda
3055,546072,326.85,Kathoda
3056,546071,168,Kathoda tanda
3057,546284,329.33,Kaudgaon
3058,546187,344.77,Kawada
3059,546199,644.33,Kawadi
3060,545802,148.99,Kawardadi
3061,546364,1089.01,Kawatha
3062,545803,895.49,Kawatha Bk.
3063,546094,499.9140909,Keli
3064,546093,267.3959091,Keli Tanda
3065,545715,780.63,Kelsula
3066,545794,869.1,Kendra Bk
3067,545793,603.22,Kendra Kh
3068,545984,732.54,Kesapur
3069,545725,390.8,Khadaki
3070,545902,2122.574257,Khadkad Bk
3071,546116,93.51892253,Khadkad Kh
3072,545740,757.4467675,Khairi
3073,545752,211.4,Khairkheda
3074,546392,400.56,Khajamapur
3075,546334,291,Khambala
3076,545944,391.12,Khambala
3077,545880,173.7258347,Khanapur
3078,545929,245.2041653,Khanapur Chi.
3079,545864,1180.504966,Khandala
3080,546381,485.34,Khandarban
3081,546310,6306.88,Khandegaon
3082,546145,105.08,Khaparkheda
3083,546333,246.7,Khapar kheda
3084,545943,424.17,Kharbi
3085,546179,363.09,Kharvi
3086,546120,379.6976866,Kharwad
3087,545939,195.94,Khed
3088,545873,118.0115564,Kherda
3089,545885,35.08844362,Kherdawadi
3090,545835,266.23,Khillar
3091,545823,1123.15,Khudaj
3092,546395,738.9,Khudnapur
3093,546224,838.14,Kille wadgaon
3094,546394,1135.66,Kinhola
3095,545804,699.45,Kolsa
3096,546280,516.3,Konatha
3097,546069,763.4854873,Kondashi Bk
3098,546068,119.2145127,Kondashi Kh
3099,546208,734.6,Kondhur
3100,545801,670.46,Kondwada
3101,546244,1087.495743,Koparwadi
3102,546355,1010.11,Korta
3103,545934,739.5551293,Kothalaj
3104,546342,780.7978579,Kothari
3105,546341,289.2421421,Kotharwadi
3106,545917,78,Koyali
3107,546263,857.13,Krishnapur tarf Jawala
3108,546215,1071.98,Krishnapur tarf shewala
3109,546301,1107.07,Kudala
3110,546156,326.88,Kumbharwadi
3111,546234,304.07,Kumbharwadi
3112,546024,1301.24,Kundkar pimpri
3113,546332,296.3,Kupti
3114,546221,505.94,Kupti
