SrNo,CensusCode,Load,VillageName
7018,561622,5117.4,Nandgaon
7019,561313,5085,Andora
7020,561038,5014.32,Chinchpur Kh.
7021,561630,4925.769648,Kanegaon
7022,561724,4894.755407,Dalimb
7023,561757,4856.244269,Murum (Rural)
7024,561507,4704.72,Kati
7025,561384,4676.657007,Yedsi
7026,561644,4599.73605,Sastur
7027,561348,4556,Mangrul
7028,561451,4391.82,Alni
7029,561769,4385,Alur
7030,561669,4382.099945,Jewali
7031,561046,4368.418593,Shelgaon
7032,561733,4363.85,Eeli
7033,561312,4351,Massa (kh)
7034,561141,4349.4,Ieet
7035,561732,4143.523295,Jakekur
7036,561683,4078.35303,Peth sangvi
7037,561066,4065,Donja
7038,561273,4035.666367,Bavi
7039,561415,3945.867758,Padoli
7040,561699,3915,Mulaj
7041,561198,3879.87,Chinchpur (D)
7042,561249,3872.23,Para
7043,561533,3855,Sindfal
7044,561459,3847.552983,Sanja
7045,561102,3824.8,Shirala
7046,561643,3796.837565,Makani
7047,561503,3795,Karajkheda
7048,561612,3780.825935,Jalkot
7049,561504,3764.769966,Toramba
7050,561269,3662.8,Indapur
7051,561375,3578.11,Yermala
7052,561484,3555,Chikhali
7053,561488,3542.26,Ruibhar
7054,561449,3501.71,Sarola Bk.
7055,561118,3495.02,Jawala (n.)
7056,561591,3461.633478,Naldurg
7057,561357,3417,Gaur
7058,561754,3360.135888,Tugaon
7059,561103,3284,Loni
7060,561559,3274.06,Mangrul
7061,561517,3250,Kemwadi
7062,561256,3241.45,Pimpalgaon(l)
7063,561121,3237.92,Wakadi
7064,561311,3236.53,Kanherwadi
7065,561193,3218.07,Walwad
7066,561516,3203,Sawargaon
7067,561346,3184.45,Dahiphal
7068,561726,3170.64,Balsur
7069,561402,3169.305875,Arni
7070,561538,3115.24,Kakramba
7071,561544,3081.07,Barul
7072,561525,3079.6,Tamalwadi
7073,561320,3063,Awad Shirpura
7074,561498,3060,Bamani
7075,561640,3046.454775,Lohara Bk.
7076,561691,3030.35,Madaj
7077,561617,3019,Shahapur
7078,561089,3016.9,Bhotra
7079,561673,3012.827273,Ashta kasar
7080,561350,2987,Deolali
7081,561738,2977.98,Gunjoti
7082,561527,2891.22,Apsinga
7083,561682,2889.22,Narangwadi
7084,561434,2855.95,Waruda
7085,561578,2826.23,Katgaon
7086,561356,2793.35,Wagholi
7087,561432,2788.63,Shingoli
7088,561274,2779.627291,Mandva
7089,561073,2769,Kaundgaon
7090,561181,2767.11,Mankeshwar
7091,561455,2755.736272,Ambejawalga
7092,561324,2740,Ranjani
7093,561674,2736.127114,Achaler
7094,561493,2731,Keshegaon
7095,561443,2722.92,Kajala
7096,561752,2706.413368,Yenegur
7097,561500,2696.2,Patoda
7098,561231,2685.782279,Pargaon
7099,561499,2659,Takwiki
7100,561456,2649.651152,Ghatangri
7101,561082,2646,Khasapuri
7102,561723,2635.909919,Koral
7103,561370,2615,Sapnai
7104,561332,2598.55,Padoli
7105,561678,2580.09,Nai Chakur
7106,561631,2572.39753,Bhatangali
7107,561473,2564.847189,Wadgaon
7108,561104,2558,Nalgaon
7109,561349,2530.9,Govindpur
7110,561373,2520.49,Chorakhali
7111,561675,2502.27,Kawatha
7112,561318,2474.68,Dabha
7113,561608,2457,Horti
7114,561418,2442.826426,Kanagara
7115,561343,2441.99,Wathawada
7116,561251,2434,Pimpalgaon(k)
7117,561325,2430.955892,Ghargaon
7118,561337,2425.91,Jawala Khurd
7119,561429,2424.079397,Kini
7120,561638,2388.364118,Hippargarava
7121,561246,2382,Saramkondi
7122,561302,2361.33,Lohata (east)
7123,561460,2331.43,Khanapur
7124,561648,2321.794182,Holi
7125,561351,2299,Malkaranja
7126,561482,2295,Medsinga
7127,561182,2293,Deolali
7128,561334,2260.13,Hasegaon (shirdhon)
7129,561513,2249,Malumbra
7130,561382,2239.78,Dudhagaon
7131,561307,2224,Diksal
7132,561708,2202,Turori
7133,561728,2185,Ekurga
7134,561327,2169.93,Jaiphal
7135,561651,2167.357613,Tawshigad
7136,561299,2152,Hawargaon
7137,561344,2146,Dhorala
7138,561519,2144.16,Wadgaon Kati
7139,561509,2133.25,Masala kh.
7140,561436,2123.07,Hinglajwadi
7141,561406,2114.361442,Yeoti
7142,561606,2112.05,Keshegaon
7143,561566,2110,Arali Bk.
7144,561125,2099.54,Asu
7145,561057,2074.82,Chinchpur Bk.
7146,561371,2073.37,Uplai
7147,561153,2073,Pathrud
7148,561309,2070.3,Hasegaon Kej
7149,561479,2069.48,Dharur
7150,561308,2066,Tandulwadi
7151,561636,2065.728292,Mardi
7152,561579,2065.595744,Dhotri
7153,561101,2064,Lohara
7154,561056,2063.7,Tandul wadi
7155,561755,2042.817235,Sundarwadi
7156,561633,2041.110808,Nagur
7157,561342,2030.882656,Wadgaon (shirdhon)
7158,561317,2009.34,Kothala
7159,561403,2001.787149,Samba
7160,561494,1995.83,Wadibamani
7161,561444,1992.32,Irla
7162,561365,1984,Shelgaon(jagir)
7163,561610,1983.75,Murta
7164,561234,1968.892874,Lakhangaon
7165,561078,1963.48,Rosa
7166,561224,1961.613656,Arsoli
7167,561405,1920.863088,Nitali
7168,561270,1894,Gojwada
7169,561596,1890.4,Khudawadi
7170,561081,1883.85,Pimparkhed
7171,561439,1877,Bhandarwadi
7172,561254,1873.62,Sarol (Mandva)
7173,561735,1873.391176,Chincholi Bhuyar
7174,561585,1868.97,Chikundra
7175,561077,1867.5,Domgaon
7176,561387,1865.055465,Khed
7177,561466,1857.228647,Chilvadi
7178,561099,1851,Kapilapuri
7179,561345,1843,Babhalgaon
7180,561304,1837.58,Karanjkalla
7181,561766,1831.52,Kothali
7182,561454,1828.677254,Bhanasgaon
7183,561662,1825.624359,Salegaon
7184,561641,1817.205653,Lohara Kh.
7185,561069,1807,Anala
7186,561199,1804,Ganegaon
7187,561419,1798.620055,Takali Bembali
7188,561140,1796.23,Dokewadi
7189,561472,1792,Gaosud
7190,561097,1789.2,Awar pimpri
7191,561614,1782,Hangarga (Nal)
7192,561523,1782,Pimpala Kh.
7193,561333,1780.46,Nipani
7194,561326,1762,Tadgaon
7195,561717,1753.55,Bendga
7196,561070,1747,Kandari
7197,561737,1745.58,Aurad
7198,561642,1738.70065,Khed
7199,561487,1735,Ambewadi
7200,561445,1734.87,Dautpur
7201,561767,1734.43,Belamb
7202,561543,1731.46,Jawalga Mesai
7203,561584,1722,Kilaj
7204,561321,1718.79,Saundana Amba
7205,561383,1716.889192,Jawale Dumala
7206,561338,1713,Deodhanora
7207,561192,1708.63,Walha
7208,561122,1706.42,Pimpalwadi
7209,561748,1687.93,Bhusni
7210,561665,1685.872242,Hipparga sayyad
7211,561552,1681.88,Wadgaon deo
7212,561661,1676.047714,Toramba
7213,561637,1674.598791,Undargaon
7214,561481,1656,Deolali
7215,561414,1653.446879,Mendha
7216,561747,1649,Kader
7217,561119,1646.52,Sirsao
7218,561052,1645,Kukkadgaon
7219,561368,1641,Pangaon
7220,561043,1640.79,Takmodwadi
7221,561625,1631,Sindgaon
7222,561039,1625.59,Jakate wadi
7223,561446,1622.06,Darphal
7224,561329,1621,Pimpari (sh)
7225,802849,1616.069198,Tuljapur (M Cl)
7226,561730,1616.04,Koregaonwadi
7227,561471,1603.25,Warwanti
7228,561746,1577,Kasgi
7229,561515,1572.39,Sangvi Kati
7230,561314,1551,Borda
7231,561478,1550.16,Bavi(osmanabad)
7232,561413,1549.73,Ghuggi
7233,561374,1548,Malkapur
7234,561686,1545.46,Kalnimbala
7235,561485,1541.69,Borgaon raje
7236,561174,1532,Ashta
7237,561476,1529,Khamaswadi
7238,561341,1523.83,Gaurgaon
7239,561080,1518,Khanapur
7240,561694,1504.54,Trikoli
7241,561649,1497.985988,Murshadpur
7242,561106,1493,Rohkal
7243,561394,1490.72395,Kolegaon
7244,561399,1485.644012,Bhikar Sarola
7245,561722,1483,Diggi
7246,561486,1479.69,Mahalingi
7247,561359,1479.3,Shelgaon Divani
7248,561085,1477,Bawachi
7249,561107,1477,Sakat bk.
7250,561315,1476,Shelka Dhanora
7251,561127,1475,Sakat kh.
7252,561397,1467.392533,Tawaraj Kheda
7253,561156,1463,Jamb
7254,561495,1460,Umaregavhan
7255,561554,1453,Ghandora
7256,561693,1452,Gugalgaon
7257,561353,1448,Nagzarwadi
7258,802850,1447.005024,Naldurg (M Cl)
7259,561725,1445,Rampur
7260,561572,1444,Deokurli
7261,561255,1443,Ghodki
7262,561074,1441,Sonari
7263,561404,1438.798246,Kond
7264,561412,1427.845641,Lasona
7265,561142,1423.92,Pakhrud
7266,561165,1422.05,Anandwadi
7267,561696,1422.04,Kunhali
7268,561524,1418.94,Pimpala Bk.
7269,561223,1415.02,Wanjarwadi
7270,561463,1409,Ambehol
7271,561751,1404.522746,Dawal Malikwadi
7272,561385,1403.591136,Khamgaon
7273,561166,1401.664826,Ambi
7274,561689,1398,Sawalsur
7275,561075,1397.39,Bhoinja
7276,561217,1395,Chincholi
7277,561659,1393.052861,Malegaon
7278,561469,1391,Pohner
7279,561483,1384,Baramgaon Bk.
7280,561453,1361.070929,Sonegaon
7281,561253,1361,Dongrewadi
7282,561424,1357.02,Rui dhoki
7283,561750,1354.859071,Supatgaon
7284,561427,1348.244593,Mulewadi
7285,561211,1344,Ulup
7286,561191,1342.26,Patsangvi
7287,561390,1341.605225,Govardhanwadi
7288,561336,1341,Borwanti
7289,561090,1341,Pithapuri
7290,561677,1334.98,Bori
7291,561261,1328.2,Tandulwadi
7292,561530,1314.71,Dhekri
7293,561480,1312.73,Shekapur
7294,561146,1311.12,Sawargaon
7295,561240,1308,Pimpalgaon (kamleshwari)
7296,561464,1308,Walgud
7297,561288,1301.61,Adhala
7298,561410,1296.096148,Kamegaon
7299,561561,1294.75,Kumbhari
7300,561657,1287.685886,Belwadi
7301,561514,1281,Pangardarwadi
7302,561095,1278,Dhagpimpri
7303,561340,1275.843007,Borgaon Bk.
7304,561653,1275.522851,Karanjgaon
7305,561286,1275.15,Ratnapur
7306,561632,1269.853404,Kasti Bk.
7307,561305,1267.16,Bhatshirapura
7308,561114,1265.73,Andhori
7309,561742,1259,Chincholi Jahagir
7310,561441,1252.59,Wanewadi
7311,561670,1244.573785,Bhosga
7312,561244,1242.79,Izora
7313,561731,1235.95,Koregaon
7314,561282,1223.23,Kadaknathwadi
7315,561068,1220,Ingoda
7316,802852,1218.473899,Umarga (M Cl)
7317,561210,1217,Rameshwar
7318,561391,1216.878785,Kawalewadi
7319,561126,1216.74,Ainapurwadi
7320,561576,1211,Hippargatad
7321,561468,1211,Pimpri
7322,561411,1205.764626,Samudrawani
7323,561287,1205,Bahula
7324,561216,1202,Warewadgaon
7325,561098,1199,Karanja
7326,561467,1196.11,Surdi
7327,561072,1186.82,Mugaon
7328,561204,1185.97,Sukta
7329,561120,1181,Hingangaon Bk.
7330,561753,1177.48036,Mahalingraiwadi
7331,561660,1176.623852,Harali
7332,561335,1175.717126,Ekurka
7333,561462,1174,Junoni
7334,561508,1173,Dahiwadi
7335,561589,1165.17,Umarga
7336,561042,1165,Khandeshwar wadi
7337,561400,1162.213209,Mohtarwadi
7338,561639,1160.37127,Nagral
7339,561666,1159.003488,Vilaspur pandhari
7340,561703,1154.550495,Dhaktiwadi
7341,561634,1149.149589,Kasti Kh.
7342,561563,1144.06,Chincholi
7343,561290,1141,Bhogaji
7344,561169,1139,Antargaon
7345,561300,1133.38,Khadki
7346,561100,1128.81,Wangegavhan
7347,561339,1128,Nagulgaon
7348,561044,1126.761407,Pandharewadi
7349,561322,1125.93,Wakdi Istal
7350,561687,1124,Kaddora
7351,561736,1120.196705,Jakekurwadi
7352,561422,1119.878552,Bhandari
7353,561474,1118.16,Palaswadi
7354,561316,1111,Kherda
7355,561227,1102.6,Anjan soda
7356,561646,1100.5284,Rajegaon
7357,561303,1100,Hingangaon
7358,561492,1095.02,Vitthalwadi
7359,561111,1094,Pachpimpla
7360,561061,1091.28,Deulgaon
7361,561147,1088.628018,Dudhodi
7362,561452,1088,Kumalwadi
7363,561328,1083.76,Raigavhan
7364,561656,1083.738558,Mogha bk.
7365,561162,1077.85,Jejla
7366,561129,1074,Arangaon
7367,561243,1069.631982,Ghatpimpari
7368,561616,1058.46,Gujnur
7369,561658,1057.157385,Wadgaonwadi
7370,561392,1055.12935,Bukanwadi
7371,561727,1053.38,Vhantal
7372,561667,1053.325063,Wadgaon
7373,561184,1050.106342,Bavi
7374,561684,1043.61,Samudral
7375,561050,1043,Undegaon
7376,561235,1041.9,Pimpalwadi
7377,561297,1036.5,Khondala
7378,561054,1031,Kokarwadi
7379,561619,1013.99,Devsinga Nal
7380,561289,1013,Adsulwadi
7381,561301,1008,Lohata(west)
7382,561264,1007,Kanheri
7383,561173,1005.82,Wangi kh.
7384,561407,1004.024114,Takali Dhoki
7385,561685,1002.3,Kaldeo nimbala
7386,561197,996.83,Rosamba
7387,561458,995.4627653,Sakanewadi
7388,561664,993.9731208,Karwanji
7389,561426,993.4200814,Tugaon
7390,561582,990.26,Salgara divti
7391,561465,990,Zaregaon
7392,561522,986.25,Suratgaon
7393,561409,986.0271385,Rajuri
7394,561271,985.1,Dasmegaon
7395,561603,985,Itkal
7396,561611,968.75,Jalkotwadi
7397,561602,962.65,Khanapur
7398,561739,961,Ekundi Jahagir
7399,561208,959,Wakwad
7400,561588,955.95,Chivari
7401,561475,955.4932223,Uttami Kayapur
7402,561692,953.66,Jawalga Bet
7403,561378,949.9223108,Gopalwadi
7404,561183,945.08,Ralesangvi
7405,561076,944.55,Kumbheja
7406,561668,935.1735738,Phanepur
7407,561094,930.89,Deogaon kh.
7408,561209,929.29,Songiri
7409,561291,919.06,Gambhirwadi
7410,561067,916.89,Parewadi
7411,561720,915.74,Dhanora Dagad
7412,561277,915,Satvaiwadi
7413,561521,912,Ganjewadi
7414,561306,910,Pimpalgaon Dola
7415,561624,910,Salgara Tatur
7416,561416,907.0265118,Borkheda
7417,561627,902,Bolegaon
7418,561363,899.69,Saundana (Dhoki)
7419,561195,897,Gormala
7420,561265,894.68,Pardi
7421,561220,889.49,Hadongi
7422,561621,887,Dahitna
7423,561564,886.92,Arali Kh.
7424,561372,884.45,Baratewadi
7425,561367,884,Partapur
7426,561194,880.7979009,Chumbli
7427,561331,878.2307721,Naigaon
7428,561113,877.2328762,Rajuri
7429,561293,877.23,Kothalwadi
7430,561655,873.3669118,Mogha kh
7431,561064,872.14,Aleshwar
7432,561366,871.06,Wadgaon(jagir)
7433,561379,870.9995912,Kombadwadi
7434,561225,869.56,Gikhali
7435,561435,865,Pawarwadi
7436,561040,858,Deogaon Bk.
7437,561506,857,Wanewadi
7438,561420,856.6062149,Dhutta
7439,561214,856,Bhogalgaon
7440,561051,851.95,Ratnapur
7441,561237,851.27,Hatola
7442,561109,850,Kumbhephal
7443,561200,849,Samangaon
7444,802845,846.8295577,Paranda (M Cl)
7445,561171,845.0949491,Ida
7446,561355,844.19,Shingoli
7447,561266,843.8,Golegaon
7448,561580,841,Khadki
7449,561296,839.67,Satra
7450,561190,838,Hiwarda
7451,561279,838,Nandgaon
7452,561562,837,Kasai
7453,561688,834.68,Babalsur
7454,561360,834,Wanewadi
7455,561230,833,Jankapur
7456,561221,829.51,Hiwara
7457,561690,827.27,Wagdari
7458,561143,825.73,Jotibachiwadi
7459,561540,822.29,Khandala
7460,561138,818,Andrud
7461,561438,817.1392415,Ramwadi
7462,561084,817,Dahitana
7463,561123,810,Brahmagaon
7464,561276,810,Khamkarwadi
7465,561275,809,Sonarwadi
7466,561158,808.14,Matrewadi
7467,561229,805,Ghatnandur
7468,561528,801.69,Kamtha
7469,561489,799.9206034,Ansurda
7470,561135,798.779996,Nipani
7471,561259,794.5,Kawadewadi
7472,561605,792,Sarati
7473,561526,791,Katri
7474,561628,784.1176892,Arni
7475,561635,781.2488639,Bendkal
7476,561539,775.2,Wadgaon lakh
7477,561130,774.5371238,Wadi Rajuri
7478,561330,774.106993,Borgaon Kh.
7479,561258,773.73,Sarola
7480,561461,771.4,Kaudgaon (Bavi)
7481,561647,768.9874669,Ekondi lohara
7482,561545,767,Honala
7483,561763,766.73,Naiknagar
7484,561222,763.46,Dindori
7485,561537,749.7558922,Tadwala
7486,561440,749.75,Kolewadi
7487,561711,749,Chinchkota
7488,561595,748,Wagdari
7489,561295,747,Athardi
7490,561560,739,Dhanegaon
7491,561071,739,Karla
7492,561087,737.72,Rui
7493,561310,737.57,Wakdikej
7494,561719,731,Malgiwadi
7495,561650,728.6467914,Udatpur
7496,561280,725.92,Wadji
7497,561136,725.220004,Lanjeshwar
7498,561574,722,Chavhanwadi
7499,561652,721.1141254,Chincholi kate
7500,561250,721,Fakarabad
7501,561535,719.26,Morda
7502,561490,719,Gaundgaon
7503,561354,718,Baramachiwadi
7504,561175,718,Golegaon
7505,561623,715.77,Borgaon
7506,561734,714.6295827,Katewadi
7507,561205,713.25,Bhawanwadi
7508,561155,713,Jayavantnagar
7509,561565,709.04,Baswantwadi
7510,561096,704.92,Wadner
7511,561083,704.03,Bodakha
7512,802846,701.5472861,Bhum (M Cl)
7513,561764,701.05,Kanthekur
7514,561702,698.3168317,Jagadalwadi
7515,561408,698.042615,Sangvi
7516,561117,698,Kangalgaon
7517,561053,697.09,Malkapur
7518,561160,697,Antarwali
7519,561532,696,Amrutwadi
7520,561592,689.46,Aliyabad
7521,561358,688,Bhosa
7522,561556,686,Raikhel
7523,561376,685,Dudhalwadi
7524,561715,682,Bhikar Sangvi
7525,561676,681,Matola kh.
7526,561110,679.95,Jake Pimpri
7527,561112,679,Takali
7528,561518,677,Gawalewadi
7529,561586,674,Manewadi
7530,561709,672.74,Dabka
7531,561272,671.9,Zinner
7532,561238,665,Rui
7533,561705,664.36,Hippargarao
7534,561626,663.09,Kunsawali
7535,561587,659,Haglur
7536,561502,658,Gogaon
7537,561431,654.57,Jahagirdarwadi
7538,561629,651.0004088,Kamalpur
7539,561618,651,Nilegaon
7540,561593,649.58,Ramtirth
7541,561497,644,Baramgaon Kh.
7542,561604,642.19,Babhalgaon
7543,561180,640.62,Wangi Bk.
7544,561380,640.2403522,Wakharwadi
7545,561283,640,Masobachiwadi
7546,561567,640,Yewati
7547,561672,639.0214484,Kolnur pandari
7548,561092,637,Songiri
7549,561669,631.56,Jewali
7550,561575,628.46,Dindegaon
7551,561079,624,Jamgaon
7552,561700,622,Karali
7553,561361,621,Satephal
7554,561594,613.02,Yedola
7555,561743,613,Palasgaon
7556,561768,610.49,Kesar Jawalga
7557,561212,606.31,Barhanpur
7558,561134,603.51,Tambewadi
7559,561512,603.39,Gondhalwadi
7560,561505,600,Khuttewadi
7561,561086,597.33,Dudhi
7562,561059,593,Hingangaon kh.
7563,561228,592.91,Chandwad
7564,561597,592.91,Fulwadi
7565,561218,592.05,Bhongiri
7566,561550,577.82,Tirth Bk.
7567,561063,576.56,Gosaviwadi (Donja)
7568,561206,575.6605228,Dukkarwadi
7569,561620,575,Gulhalli
7570,561762,572.4711096,Fulsingnagar
7571,561558,569.21,Sardewadi
7572,561425,569,Bavi Dhoki
7573,561157,564,Irachiwadi
7574,561716,559.73,Nagral
7575,802851,558.3939512,Murum (M Cl)
7576,561706,557.3777335,Kolsur (G)
7577,561161,556,Tintraj
7578,561609,550.31,Manmodi
7579,561707,549.6222665,Kolsur (K)
7580,561298,549,Bhatsangvi
7581,561470,548,Begada
7582,561568,546.87,Kalegaon
7583,561115,540,Andhora
7584,561541,531.31,Karla
7585,561613,530.3614981,Indiranagar
7586,561615,529.39,Lohagaon
7587,561163,529,Dandegaon
7588,561263,524.35,Kelewadi
7589,561179,522.37,Shekhapur
7590,561241,519.4,Dahiphal
7591,561756,516.1624759,Naiknagar
7592,561760,511.4700898,Acharya Tanda
7593,561607,510.6,Wadacha Tanda
7594,561583,508.8588476,Shivkarwadi
7595,561278,507,Bori
7596,561548,500.41,Tirth kh.
7597,561704,498.1326733,Thorliwadi
7598,561765,497,Murli
7599,561131,497,Yenegaon
7600,561091,495,Katrabad
7601,561268,494,Khanapur
7602,561055,488,Dhotri
7603,561501,487.77,Wadala
7604,561547,487.62,Hangarga
7605,561148,486.99,Umachiwadi
7606,561733,486.92,Eeli
7607,561758,486.7568561,Ingole Tanda
7608,561590,486.13,Andur
7609,561213,485.51,Kasari
7610,561248,481,Jawalka
7611,561712,475.71,Malgi
7612,561257,469.8,Sonegaon
7613,561701,469.32,Talmod
7614,561252,467,Selu
7615,561133,466.95,Bhandgaon
7616,561151,463.97,Nannajwadi (N.V.)
7617,561377,463.3712579,Bangarwadi
7618,561226,463.32,Sannewadi
7619,561294,463,Pathardi
7620,561178,460.8,Devangra
7621,561759,459.8538422,Ambarnagar
7622,561510,459.5,Sangvi Mardi
7623,561551,459,Deosinga (Tul)
7624,561598,459,Dhangarwadi
7625,561260,457,Mahaldarpuri
7626,561437,454,Dakwadi
7627,561225,448.62,Gikhali
7628,561710,447.8073913,Ashta Jahangir
7629,561149,445.91,Nagewadi
7630,561236,438.6,Brahmagaon
7631,561421,432.4720432,Nandurga
7632,561187,431.5431746,Warud
7633,561770,430.92,Varnalwadi
7634,561177,430.76,Sawargaon
7635,561386,428.3686776,Kaudgaon (Bavi)
7636,561062,425,Katewadi
7637,561128,424,Lakhi
7638,561529,421.32,Bori
7639,561741,420.62,Ekundiwadi
7640,561555,412,Sarola
7641,561323,410.4,Lasra
7642,561520,409.8540645,Jalkotwadi
7643,561599,405,Shirgapur
7644,561718,404.44,Chandkal
7645,561233,400,Pangri
7646,561663,398.7326087,Kondjigad
7647,561145,398.69,Naliwadgaon
7648,561450,396.76,Bhadachiwadi
7649,561557,394,Bhatambri
7650,561745,391,Kasgiwadi
7651,561729,390.02,Ekurgawadi
7652,561600,387.33,Kerur
7653,561531,386.6,Shiradhon
7654,561207,385.9,Ramkund
7655,561154,384.21,Bedarwadi
7656,561108,383.6,Pistamwadi
7657,561761,381.6474064,Ganeshnagar
7658,561150,381,Wadachiwadi
7659,561571,380.52,Korewadi
7660,561549,380,Bijanwadi
7661,561041,377,Gosaviwadi
7662,561553,375,Bornadwadi (Nal)
7663,561511,375,Kadamwadi
7664,561369,372.43,Sanjitpur
7665,561215,371.4914265,Nawalgaon
7666,561226,364.87,Sannewadi
7667,561152,364.67,Bagalwadi (N.V.)
7668,561172,360.78,Kanadi
7669,561698,349.96,Handral
7670,561124,345.67,Saranwadi
7671,561573,344.26,Ghattewadi
7672,561577,344,Arbali
7673,561049,343.71,Manik nagar
7674,561105,340,Wanewadi
7675,561395,331.6201695,Ghogarewadi
7676,561203,331.3757788,Padoli
7677,561137,329.42,Malewadi
7678,561247,324.37,Shendi
7679,561714,324.28,Paraskheda
7680,561285,323.53,Umara
7681,561542,323,Wanegaon
7682,561713,322,Guruwadi
7683,561202,321.4829652,Belgaon
7684,561570,321,Yamgarwadi
7685,561058,317.58,Watephal
7686,561176,315,Ashtewadi
7687,561245,309.31,Yasawandi
7688,561060,307,Jagdalwadi
7689,561417,303.3149365,Panchgavhan
7690,561744,302,Gunjotiwadi
7691,561423,301.2827273,Kakaspur
7692,561167,292,Hangewadi
7693,561185,290.5,Panhalwadi
7694,561065,282.55,Bangalwadi
7695,561047,282.55,Lonarwadi
7696,561671,280.5279568,Dastapur
7697,561362,279.8263437,Haladgaon
7698,561697,278.04,Dudhanal
7699,561196,263.5720991,Sadesangvi
7700,561186,259.8874955,Burudwadi
7701,561045,259.38,Sakkarwadi
7702,561679,252,Kolewadi
7703,561645,250.2698305,Chincholi rebe
7704,561242,246.5,Shelgaon
7705,561093,243.7692279,Khasgaon
7706,561159,242.75,Nali
7707,561695,240.3,Kadamapur
7708,561721,239.232886,Manegopal
7709,561536,239,Kakrambawadi
7710,561232,238.6,Jeba
7711,561048,232.43,Kalewadi
7712,561144,231,Giralgaon
7713,561393,226.8337884,Gorewadi
7714,561170,220.4250509,Pida
7715,561201,211.4643504,Pimpalgaon
7716,561430,196.75,Gad Deodari
7717,561139,191,Pandharewadi
7718,561364,189.5,Yerandgaon
7719,561188,186.6893299,Krishnapur
7720,561401,184.7123868,Panwadi
7721,561496,175.14,Mahadevwadi
7722,561189,166.9936984,Bhawanwadi
7723,561681,165.24,Chirewadi
7724,561388,155.8458821,Thodsarwadi
7725,561239,148,Lonkhas
7726,561132,141,Sawadarwadi
7727,561680,139.5993905,Bhagatwadi
7728,561164,133,Birobachiwadi
7729,561267,126,Isrup
7730,561168,125.6251737,Aliyabadwadi
7731,561749,117.4006095,Baradwadi
7732,561546,88.6,Bornadwadi
7733,561477,83.1,Kawaldara Tanda
7734,561601,80,Telarnagar
7735,561448,72.93103448,Balpeerwadi
7736,561447,62.06896552,Narsinhwadi
7737,561116,17.5,Gharagaon
7738,546419,190.8,Narsapur
7739,546420,574.839147,Borkini
7740,546421,180.2953757,Nandgaon (Deogaon)
7741,546422,121.760853,Ganeshpur
7742,546423,164.9,Arsad
7743,546424,220.01,Pimpri Bk
7744,546425,83.71582343,Singthala
7745,546426,325.122454,Wai
7746,546427,111.2813162,Nilkanth
7747,546428,562.7181365,Sawangi P.C.
7748,546429,250.9266717,Girgaon kh
7749,546430,356.276035,Girgaon bk
7750,546431,683.8001498,Devgaon (Nandgaon)
7751,546432,699.1457378,Kumbhari (Pargane Charthana)
7752,546433,175.16,Nagthana
7753,546434,235.6754898,Khairi
7754,546435,1156.97,Raipur
7755,546436,449.6161971,Nirwadi Bk
7756,546437,176.52,Nirwadi Kh
7757,546438,276.96,Both
7758,546439,132.39,Chikhalthana Bk
7759,546440,2680.9,Chikhalthana Kh
7760,546441,571.02,Jawala Jivaji
7761,546442,306.01,Taltumba
7762,546443,265.6,Sonwati
7763,546444,250.94,Brahmawakadi
7764,546445,681.6,Moregaon
7765,546446,327.9944538,Brahmangaon Paragane Partur
7766,546447,152.1042851,Khadgaon
7767,546448,1679.58,Pimpri Kh
7768,546449,447.8596969,Pimpri Bk
7769,546450,165.83,Khupsa
7770,546451,836.9990199,Salegaon
7771,546452,632.7044929,Kherda Dudhana Kinara
7772,546453,1382.46917,Hatnoor
7773,546454,460.8,Kemapur
7774,546455,1303.07,Pimpalgaon (Gosai)
7775,546456,616.89,Rawha
7776,546457,193.95,Kuda
7777,546458,206.1,Mapa
7778,546459,352.02,Pardi [Kausadi]
7779,546460,4110.020415,Walour
7780,546461,559.1395851,Kanherwadi
7781,546462,518.3395899,Rajura
7782,546463,268.1765137,Adgaon[Darade]
7783,546464,1108.19451,Kanhad
7784,546465,578.8,Hatta
7785,546466,634.0951815,Tandulwadi
7786,546467,764.57,Gulkhand
7787,546468,996.5830515,Kupta
7788,546469,365.51,Borgaon Jahagir
7789,546470,297.9,Walangwadi
7790,546471,149.3,Ambegaon Diger
7791,546472,1199.610621,Sonna
7792,546473,336.1757649,Shelwadi
7793,546474,362.7,Gavha
7794,546475,176.6234863,Bhangapur
7795,546476,631.9646687,Simangaon
7796,546477,487.9767391,Karajkheda
7797,546478,228.99,Gomewakdi
7798,546479,373.76,Sirala
7799,546480,318.01,Pimprala Kh.
7800,546481,533.5,Waki
7801,546482,1085.470216,Hadgaon Kh
7802,546483,2216.8,Ravalgaon
7803,546484,872.4432609,Mhalasapur
7804,546485,4897.198331,Kundi
7805,546486,1478.25395,Deulgaon Gat
7806,546487,434.8,Gohegaon
7807,546488,1647.24,Aher Borgaon
7808,546489,284.56,Siddhanath Borgaon
7809,546490,897.7,Shinde Takli
7810,546491,442.8,Male Takli
7811,546492,1429.44,Dasala
7812,546493,528.6948994,Ladnandra
7813,546494,712.4080992,Khavne Pimpri
7814,546495,469.1136703,Radhe Dhamangaon
7815,546496,364.49,Hissi
7816,546497,1253.1,Gugli Dhamangaon
7817,546498,965.4468144,Tidi Pimpalgaon
7818,546499,593.8750999,Digras Bk
